"Name","Description__c","Detail_Description__c","External_Description__c","External_Id__c","Sirono_Id__c","Unmapped__c"
"Durable Medical Equipment (DME)","Durable Medical Equipment (DME)","Supplies or Drug for DME Effectiveness","Durable Medical Equipment (DME)","294","137.0","false"
"Durable Medical Equipment (DME)","Durable Medical Equipment (DME)","Other Equipment","Durable Medical Equipment (DME)","299","138.0","false"
"Laboratory","Laboratory","General","Laboratory","300","139.0","false"
"Laboratory","Laboratory","Immunology","Laboratory","302","141.0","false"
"Laboratory","Laboratory","Renal Patient (Home)","Laboratory","303","142.0","false"
"Laboratory","Laboratory","Non-routine Dialysis","Laboratory","304","143.0","false"
"Laboratory","Laboratory","Hematology","Laboratory","305","144.0","false"
"Laboratory","Laboratory","Bacteriology & Microbiology","Laboratory","306","145.0","false"
"Laboratory","Laboratory","Urology","Laboratory","307","146.0","false"
"Laboratory","Laboratory","Other Laboratory","Laboratory","309","147.0","false"
"Laboratory","Laboratory","General","Laboratory","310","148.0","false"
"Laboratory","Laboratory","Cytology","Laboratory","311","149.0","false"
"Laboratory","Laboratory","Histology","Laboratory","312","150.0","false"
"Laboratory","Laboratory","Biopsy","Laboratory","314","151.0","false"
"Laboratory","Laboratory","Other","Laboratory","319","152.0","false"
"Diagnostic Radiology","Diagnostic Radiology","General","Diagnostic Radiology","320","153.0","false"
"Diagnostic Radiology","Diagnostic Radiology","Angiocardiography","Diagnostic Radiology","321","154.0","false"
"Diagnostic Radiology","Diagnostic Radiology","Arthrography","Diagnostic Radiology","322","155.0","false"
"Diagnostic Radiology","Diagnostic Radiology","Arteriography","Diagnostic Radiology","323","156.0","false"
"Diagnostic Radiology","Diagnostic Radiology","Chest X-ray","Diagnostic Radiology","324","157.0","false"
"Diagnostic Radiology","Diagnostic Radiology","Digital Subtraction Angiography","Diagnostic Radiology","329","158.0","false"
"Therapeutic Radiology","Therapeutic Radiology","General","Therapeutic Radiology","330","159.0","false"
"Chemotherapy","Chemotherapy","Chemotherapy (Injected)","Chemotherapy","331","160.0","false"
"Chemotherapy","Chemotherapy","Chemotherapy (Oral)","Chemotherapy","332","161.0","false"
"Therapeutic Radiology","Therapeutic Radiology","Radiation Therapy","Therapeutic Radiology","333","162.0","false"
"Chemotherapy","Chemotherapy","Chemotherapy (IV)","Chemotherapy","335","163.0","false"
"Therapeutic Radiology","Therapeutic Radiology","Other","Therapeutic Radiology","339","164.0","false"
"Nuclear Medicine","Nuclear Medicine","General","Nuclear Medicine","340","165.0","false"
"Nuclear Medicine","Nuclear Medicine","Diagnostic","Nuclear Medicine","341","166.0","false"
"Nuclear Medicine","Nuclear Medicine","Therapeutic","Nuclear Medicine","342","167.0","false"
"Nuclear Medicine","Nuclear Medicine","Diagnostic Radiopharmaceuticals","Nuclear Medicine","343","168.0","false"
"Nuclear Medicine","Nuclear Medicine","Therapeutic Radiopharmaceuticals","Nuclear Medicine","344","169.0","false"
"Nuclear Medicine","Nuclear Medicine","Other","Nuclear Medicine","349","170.0","false"
"CT Scan","CT Scan","General","CT Scan","350","171.0","false"
"CT Scan","CT Scan","Head Scan","CT Scan","351","172.0","false"
"CT Scan","CT Scan","Body Scan","CT Scan","352","173.0","false"
"CT Scan","CT Scan","Other CT Scans","CT Scan","359","174.0","false"
"Operating Room Services","Operating Room Services","General","Operating Room Services","360","175.0","false"
"Operating Room Services","Operating Room Services","Minor Surgery","Operating Room Services","361","176.0","false"
"Operating Room Services","Operating Room Services","Organ Transplant (Other Than Kidney)","Operating Room Services","362","177.0","false"
"Operating Room Services","Operating Room Services","Kidney Transplant","Operating Room Services","367","178.0","false"
"Operating Room Services","Operating Room Services","Other Operating Room Services","Operating Room Services","369","179.0","false"
"Anesthesia","Anesthesia","General","Anesthesia","370","180.0","false"
"Anesthesia","Anesthesia","Anesthesia (Radiology)","Anesthesia","371","181.0","false"
"Anesthesia","Anesthesia","Anesthesia (Other Diagnostic Services)","Anesthesia","372","182.0","false"
"Anesthesia","Anesthesia","Acupuncture","Anesthesia","374","183.0","false"
"Anesthesia","Anesthesia","Other Anesthesia","Anesthesia","379","184.0","false"
"Blood","Blood","General","Blood","380","185.0","false"
"Blood","Blood","Packed Red Cells","Blood","381","186.0","false"
"Blood","Blood","Whole Blood","Blood","382","187.0","false"
"Blood","Blood","Blood (Plasma)","Blood","383","188.0","false"
"Blood","Blood","Blood (Platelets)","Blood","384","189.0","false"
"Blood","Blood","Blood (Leucocytes)","Blood","385","190.0","false"
"Blood","Blood","Blood (Other Components)","Blood","386","191.0","false"
"Blood","Blood","Blood (Other Derivatives)","Blood","387","192.0","false"
"Blood","Blood","Other","Blood","389","193.0","false"
"Blood Storage & Processing","Blood Storage & Processing","General","Blood Storage & Processing","390","194.0","false"
"Blood Storage & Processing","Blood Storage & Processing","Blood Administration","Blood Storage & Processing","391","195.0","false"
"Blood Storage & Processing","Blood Storage & Processing","Other Blood Storage & Processing","Blood Storage & Processing","399","196.0","false"
"Other Imaging Services","Other Imaging Services","General","Other Imaging Services","400","197.0","false"
"Other Imaging Services","Other Imaging Services","Diagnostic Mammography","Other Imaging Services","401","198.0","false"
"Other Imaging Services","Other Imaging Services","Ultrasound","Other Imaging Services","402","199.0","false"
"Other Imaging Services","Other Imaging Services","Screening Mammography","Other Imaging Services","403","200.0","false"
"Other Imaging Services","Other Imaging Services","Positron Emission Tomography (PET)","Other Imaging Services","404","201.0","false"
"Other Imaging Services","Other Imaging Services","Other Imaging Services","Other Imaging Services","409","202.0","false"
"Respiratory Services","Respiratory Services","General","Respiratory Services","410","203.0","false"
"Respiratory Services","Respiratory Services","Inhalation Services","Respiratory Services","412","204.0","false"
"Respiratory Services","Respiratory Services","Hyperbaric Oxygen Therapy","Respiratory Services","413","205.0","false"
"Respiratory Services","Respiratory Services","Other Respiratory Services","Respiratory Services","419","206.0","false"
"Physical Therapy","Physical Therapy","General","Physical Therapy","420","207.0","false"
"Physical Therapy","Physical Therapy","Visit Charge","Physical Therapy","421","208.0","false"
"Physical Therapy","Physical Therapy","Hourly Charge","Physical Therapy","422","209.0","false"
"Physical Therapy","Physical Therapy","Group Rate","Physical Therapy","423","210.0","false"
"Physical Therapy","Physical Therapy","Evaluation or Re-evaluation","Physical Therapy","424","211.0","false"
"Physical Therapy","Physical Therapy","Other Physical Therapy","Physical Therapy","429","212.0","false"
"Occupational Therapy","Occupational Therapy","General","Occupational Therapy","430","213.0","false"
"Occupational Therapy","Occupational Therapy","Visit Charge","Occupational Therapy","431","214.0","false"
"Occupational Therapy","Occupational Therapy","Hourly Charge","Occupational Therapy","432","215.0","false"
"Occupational Therapy","Occupational Therapy","Group Rate","Occupational Therapy","433","216.0","false"
"Occupational Therapy","Occupational Therapy","Evaluation or Re-evaluation","Occupational Therapy","434","217.0","false"
"Occupational Therapy","Occupational Therapy","Other Occupational Therapy","Occupational Therapy","439","218.0","false"
"Speech Pathology","Speech Pathology","General","Speech Pathology","440","219.0","false"
"Speech Pathology","Speech Pathology","Visit Charge","Speech Pathology","441","220.0","false"
"Speech Pathology","Speech Pathology","Hourly Charge","Speech Pathology","442","221.0","false"
"Speech Pathology","Speech Pathology","Group Rate","Speech Pathology","443","222.0","false"
"Speech Pathology","Speech Pathology","Evaluation or Re-evaluation","Speech Pathology","444","223.0","false"
"Speech Pathology","Speech Pathology","Other Speech-Language Pathology","Speech Pathology","449","224.0","false"
"Emergency Room","Emergency Room","General","Emergency Room","450","225.0","false"
"Emergency Room","Emergency Room","Emergency Medical Screening Services (EMTALA)","Emergency Room","451","226.0","false"
"Emergency Room","Emergency Room","ER Beyond EMTALA Screening","Emergency Room","452","227.0","false"
"Emergency Room","Emergency Room","Urgent Care","Emergency Room","456","228.0","false"
"Emergency Room","Emergency Room","Other Emergency Room","Emergency Room","459","229.0","false"
"Pulmonary Function","Pulmonary Function","General","Pulmonary Function","460","230.0","false"
"Pulmonary Function","Pulmonary Function","Other Pulmonary Function","Pulmonary Function","469","231.0","false"
"Audiology","Audiology","General","Audiology","470","232.0","false"
"Audiology","Audiology","Diagnostic","Audiology","471","233.0","false"
"Audiology","Audiology","Treatment","Audiology","472","234.0","false"
"Audiology","Audiology","Other Audiology","Audiology","479","235.0","false"
"Cardiology","Cardiology","General","Cardiology","480","236.0","false"
"Cardiology","Cardiology","Cardiac Cath Lab","Cardiology","481","237.0","false"
"Cardiology","Cardiology","Stress Test","Cardiology","482","238.0","false"
"Cardiology","Cardiology","Echocardiology","Cardiology","483","239.0","false"
"Cardiology","Cardiology","Other Cardiology","Cardiology","489","240.0","false"
"Ambulatory Surgical Care","Ambulatory Surgical Care","Ambulatory Surgical Care","Ambulatory Surgical Care","490","241.0","false"
"Ambulatory Surgical Care","Ambulatory Surgical Care","Other Ambulatory Surgical Care","Ambulatory Surgical Care","499","242.0","false"
"Outpatient Services","Outpatient Services","General","Outpatient Services","500","243.0","false"
"Outpatient Services","Outpatient Services","Other Outpatient","Outpatient Services","509","244.0","false"
"Clinic","Clinic","General","Clinic","510","245.0","false"
"Clinic","Clinic","Chronic Pain Center","Clinic","511","246.0","false"
"Clinic","Clinic","Dental Clinic","Clinic","512","247.0","false"
"Clinic","Clinic","Psychiatric","Clinic","513","248.0","false"
"Clinic","Clinic","OB-GYN","Clinic","514","249.0","false"
"Clinic","Clinic","Pediatric","Clinic","515","250.0","false"
"Clinic","Clinic","Urgent Care Clinic","Clinic","516","251.0","false"
"Clinic","Clinic","Family Practice Clinic","Clinic","517","252.0","false"
"Clinic","Clinic","Other Clinic","Clinic","519","253.0","false"
"Clinic","Clinic","General","Clinic","520","254.0","false"
"Clinic","Clinic","Rural Health (Clinic)","Clinic","521","255.0","false"
"Clinic","Clinic","Rural Health (Home)","Clinic","522","256.0","false"
"Clinic","Clinic","Family Practice","Clinic","523","257.0","false"
"Clinic","Clinic","Urgent Care Clinic","Clinic","526","258.0","false"
"Clinic","Clinic","Other Freestanding Clinic","Clinic","529","259.0","false"
"Osteopathic Services","Osteopathic Services","General","Osteopathic Services","530","260.0","false"
"Osteopathic Services","Osteopathic Services","Osteopathic Therapy","Osteopathic Services","531","261.0","false"
"Osteopathic Services","Osteopathic Services","Other Osteopathic Services","Osteopathic Services","539","262.0","false"
"Ambulance","Ambulance","General","Ambulance","540","263.0","false"
"Ambulance","Ambulance","Supplies","Ambulance","541","264.0","false"
"Ambulance","Ambulance","Medical Transport","Ambulance","542","265.0","false"
"Ambulance","Ambulance","Heart Mobile","Ambulance","543","266.0","false"
"Ambulance","Ambulance","Oxygen","Ambulance","544","267.0","false"
"Ambulance","Ambulance","Air Ambulance","Ambulance","545","268.0","false"
"Ambulance","Ambulance","Neonatal","Ambulance","546","269.0","false"
"Ambulance","Ambulance","Pharmacy","Ambulance","547","270.0","false"
"Ambulance","Ambulance","Telephone Transmission EKG","Ambulance","548","271.0","false"
"Ambulance","Ambulance","Other Ambulance","Ambulance","549","272.0","false"
"Skilled Nursing","Skilled Nursing","General","Skilled Nursing","550","273.0","false"
"Skilled Nursing","Skilled Nursing","Visit Charge","Skilled Nursing","551","274.0","false"
"Skilled Nursing","Skilled Nursing","Hourly Charge","Skilled Nursing","552","275.0","false"
"Skilled Nursing","Skilled Nursing","Other Skilled Nursing","Skilled Nursing","559","276.0","false"
"Medical Social Services","Medical Social Services","General","Medical Social Services","560","277.0","false"
"Medical Social Services","Medical Social Services","Visit Charge","Medical Social Services","561","278.0","false"
"Medical Social Services","Medical Social Services","Hourly Charge","Medical Social Services","562","279.0","false"
"Medical Social Services","Medical Social Services","Other Medical Social Services","Medical Social Services","569","280.0","false"
"Home Health","Home Health","General Home Health","Home Health","570","281.0","false"
"Home Health","Home Health","Visit Charge","Home Health","571","282.0","false"
"Home Health","Home Health","Hourly Charge","Home Health","572","283.0","false"
"Home Health","Home Health","Other Home Health Aide","Home Health","579","284.0","false"
"Home Health","Home Health","General Home Health","Home Health","580","285.0","false"
"Home Health","Home Health","Visit Charge","Home Health","581","286.0","false"
"Home Health","Home Health","Hourly Charge","Home Health","582","287.0","false"
"Home Health","Home Health","Dietician","Home Health","583","288.0","false"
"Home Health","Home Health","Other Home Health Visits","Home Health","589","289.0","false"
"Home Health","Home Health","General Home Health","Home Health","590","290.0","false"
"Home Health","Home Health","Other Home Health Units","Home Health","599","291.0","false"
"Oxygen","Oxygen","General Oxygen","Oxygen","600","292.0","false"
"Oxygen","Oxygen","Oxygen-State/Equip/Supply/Cont.","Oxygen","601","293.0","false"
"Oxygen","Oxygen","Oxygen-State/Equip/Supply/Under 1 LPM","Oxygen","602","294.0","false"
"Oxygen","Oxygen","Oxygen-State/Equip/Over 4 LPM","Oxygen","603","295.0","false"
"Oxygen","Oxygen","Oxygen-Portable Add-onRevenue Codes (UB04 FL42)","Oxygen","604","296.0","false"
"Magnetic Resonance Imaging (MRI)","Magnetic Resonance Imaging (MRI)","General MRI","Magnetic Resonance Imaging (MRI)","610","297.0","false"
"Magnetic Resonance Imaging (MRI)","Magnetic Resonance Imaging (MRI)","MRI of Brain, Including Brain Stem","Magnetic Resonance Imaging (MRI)","611","298.0","false"
"Magnetic Resonance Imaging (MRI)","Magnetic Resonance Imaging (MRI)","MRI of Spinal Cord, Including Spine","Magnetic Resonance Imaging (MRI)","612","299.0","false"
"Magnetic Resonance Imaging (MRI)","Magnetic Resonance Imaging (MRI)","MRI of Other Regions","Magnetic Resonance Imaging (MRI)","614","300.0","false"
"Magnetic Resonance Imaging (MRI)","Magnetic Resonance Imaging (MRI)","MRA of Head & Neck","Magnetic Resonance Imaging (MRI)","615","301.0","false"
"Magnetic Resonance Imaging (MRI)","Magnetic Resonance Imaging (MRI)","MRA of Lower Extremities","Magnetic Resonance Imaging (MRI)","616","302.0","false"
"Magnetic Resonance Imaging (MRI)","Magnetic Resonance Imaging (MRI)","MRA of Other Regions","Magnetic Resonance Imaging (MRI)","618","303.0","false"
"Magnetic Resonance Imaging (MRI)","Magnetic Resonance Imaging (MRI)","Other MRI","Magnetic Resonance Imaging (MRI)","619","304.0","false"
"Medical & Surgical Supplies","Medical & Surgical Supplies","Supplies Incidental to Radiology","Medical & Surgical Supplies","621","305.0","false"
"Medical & Surgical Supplies","Medical & Surgical Supplies","Supplies Incidental to Other Diagnostic Services","Medical & Surgical Supplies","622","306.0","false"
"Medical & Surgical Supplies","Medical & Surgical Supplies","Surgical Dressing","Medical & Surgical Supplies","623","307.0","false"
"Medical & Surgical Supplies","Medical & Surgical Supplies","FDA Investigational Devices","Medical & Surgical Supplies","624","308.0","false"
